ts,limit,rtt_avg_s,rtt_min_s,gradient
2026-09-01T03:58:24.859346+00:00,14,0.14625698626570033,0.008268694000435062,0.5
2026-09-01T03:58:25.865060+00:00,10,0.028259344653484793,0.008738675450149457,0.5
2026-09-01T03:58:26.873579+00:00,8,0.035225933321444046,0.009440928627518587,0.5
2026-09-01T03:58:27.903325+00:00,6,0.031869197326009006,0.009981114796766633,0.5
2026-09-01T03:58:28.903676+00:00,5,0.018186987203169757,0.01006036960711881,0.5531630662480159
2026-09-01T03:58:29.904457+00:00,5,0.017454905544366704,0.009237481994205154,0.5292198213691512
2026-09-01T03:58:30.907326+00:00,5,0.014229436204773899,0.00926170249513234,0.6508833071000444
2026-09-01T03:58:31.909104+00:00,5,0.01450500479211725,0.009291902869772457,0.6405997793825028
2026-09-01T03:58:32.913570+00:00,5,0.015673819304389873,0.009030229994095862,0.5761346241606029
2026-09-01T03:58:33.917746+00:00,5,0.014569012481327932,0.009060520994535182,0.6219035783068625
2026-09-01T03:58:34.922999+00:00,5,0.0148194729124885,0.00908371579447703,0.6129580888684714
2026-09-01T03:58:35.924896+00:00,5,0.016964621122656193,0.009187547104436818,0.5415710164117299
2026-09-01T03:58:36.937665+00:00,5,0.018293255072940467,0.009323250999718403,0.5096551140048023
2026-09-01T03:58:37.937558+00:00,5,0.017660058322206955,0.009418259249215563,0.5333085020094416
2026-09-01T03:58:38.938455+00:00,5,0.016668005355898782,0.009457686036353427,0.5674155865930512
2026-09-01T03:58:39.959505+00:00,5,0.015489291868373225,0.008984796004369855,0.5800649946247989
2026-09-01T03:58:40.968563+00:00,5,0.018879089930506084,0.00900670475384686,0.5
2026-09-01T03:58:41.975009+00:00,5,0.016338678404969647,0.009055820615467381,0.5542566167844347
2026-09-01T03:58:42.975896+00:00,5,0.016068922241399823,0.00913995818488911,0.5687972128797166
2026-09-01T03:58:43.984927+00:00,5,0.014091251221649706,0.009156969376079722,0.6498336614715245
2026-09-01T03:58:44.985506+00:00,5,0.017769610282775017,0.009220108157186567,0.518869463677776
2026-09-01T03:58:45.989625+00:00,5,0.019208462406370086,0.00942156549951508,0.5
2026-09-01T03:58:46.995457+00:00,5,0.016032366348261114,0.009530800774556635,0.5944724919282022
2026-09-01T03:58:47.998451+00:00,5,0.015873545598496047,0.009585146536082403,0.6038440798626966
2026-09-01T03:58:49.003639+00:00,5,0.01583332264353675,0.008025364004424773,0.5068654372239911
2026-09-01T03:58:50.004216+00:00,5,0.017634320193410463,0.008119402304146206,0.5
2026-09-01T03:58:51.004925+00:00,5,0.015523346641433884,0.008218607188791794,0.5294352679631101
2026-09-01T03:58:52.010510+00:00,5,0.01596335035581892,0.008231268229237686,0.5156353801529667
2026-09-01T03:58:53.011282+00:00,5,0.017516757996150666,0.00830314911811047,0.5
2026-09-01T03:58:54.015635+00:00,5,0.01600490292345057,0.008406670012113388,0.5252559201590555
2026-09-01T03:58:55.016648+00:00,5,0.016441706588534857,0.0084532091118806,0.5141320985362431
2026-09-01T03:58:56.020635+00:00,5,0.01702849674447927,0.00854119425658429,0.501582399477123
2026-09-01T03:58:57.021776+00:00,5,0.01715356681516205,0.008633059344172229,0.5032807134048332
2026-09-01T03:58:58.022618+00:00,5,0.015729619385786826,0.008703571877038243,0.5533237431607995
2026-09-01T03:58:59.027721+00:00,5,0.01789262893972297,0.008799942682788558,0.5
2026-09-01T03:59:00.029254+00:00,5,0.01723223038430534,0.008877683148524676,0.5151789960172675
2026-09-01T03:59:01.030254+00:00,5,0.019017631058516928,0.00893739274128005,0.5
2026-09-01T03:59:02.033198+00:00,5,0.018067396317168128,0.00901353555435555,0.5
2026-09-01T03:59:03.036401+00:00,5,0.018933096339984332,0.009087531226320613,0.5
2026-09-01T03:59:04.037372+00:00,5,0.01819512765417929,0.00918711206482945,0.5049215503975448
2026-09-01T03:59:05.044612+00:00,5,0.01899446849822278,0.009004604988149367,0.5
2026-09-01T03:59:06.045910+00:00,5,0.015263789255035949,0.009071423238492572,0.5943100423441484
2026-09-01T03:59:07.054460+00:00,5,0.01447672508453801,0.00908002192649292,0.6272151935931224
2026-09-01T03:59:08.052833+00:00,5,0.015172928865519422,0.009140936430238071,0.6024503582173187
2026-09-01T03:59:09.057144+00:00,5,0.014208745494134967,0.009148536409263762,0.6438665829464016
2026-09-01T03:59:10.058308+00:00,5,0.01454595313927822,0.0087246229959419,0.5997972709249922
2026-09-01T03:59:11.059065+00:00,5,0.01472739634960047,0.008762839496193919,0.5950026255952323
2026-09-01T03:59:12.061376+00:00,5,0.014790788224334113,0.008690949995070696,0.5875920784784251
2026-09-01T03:59:13.063839+00:00,5,0.015164362626451235,0.008697383545222693,0.5735409894545667
2026-09-01T03:59:14.066527+00:00,5,0.01575757502281454,0.00875684721817379,0.5557230224508037
2026-09-01T03:59:15.068794+00:00,5,0.016408913350572867,0.008840432656950725,0.5387579584386122
2026-09-01T03:59:16.072295+00:00,5,0.015720154686001814,0.008908721524352223,0.5667069887222607
2026-09-01T03:59:17.075260+00:00,5,0.015562706385644207,0.008970580947981416,0.5764152278973993
2026-09-01T03:59:18.077442+00:00,5,0.014435164909792296,0.00899493725046418,0.623126739921228
2026-09-01T03:59:19.078191+00:00,5,0.014689154991227136,0.009045168738067155,0.6157718904504199
2026-09-01T03:59:20.081482+00:00,5,0.014972675338449674,0.009091275050528352,0.607191089436238
2026-09-01T03:59:21.082385+00:00,5,0.014032678430523762,0.009144915248450593,0.6516870812459189
2026-09-01T03:59:22.085333+00:00,5,0.015015472588284928,0.009159320785477213,0.6099921751795755
2026-09-01T03:59:23.085846+00:00,5,0.014483337561215705,0.00918968864648784,0.6345007570006864
2026-09-01T03:59:24.086653+00:00,5,0.014658743923286827,0.009247564364279013,0.6308565326384047
2026-09-01T03:59:25.092581+00:00,5,0.018058368358547794,0.009271724646328186,0.5134309181338348
