window_start_ts,criticality,count,p50_s,p95_s,p99_s
2026-09-01T03:58:24+00:00,high,46,0.333499408,0.48135059849999995,0.484993321
2026-09-01T03:58:24+00:00,low,198,0.40574115650000003,0.47410715994999997,0.48478127944
2026-09-01T03:58:25+00:00,high,289,0.26275639100000003,1.051826421,1.20604425492
2026-09-01T03:58:25+00:00,low,1768,0.003990567499999999,0.97879047515,1.1194316076300002
2026-09-01T03:58:26+00:00,high,634,0.27556956650000003,1.8141684685000001,1.94980755668
2026-09-01T03:58:26+00:00,low,2551,0.00314708,1.6767049854999998,1.7835848490000001
2026-09-01T03:58:27+00:00,high,662,0.2714297275,2.51290414875,2.60243173402
2026-09-01T03:58:27+00:00,low,2641,0.002533255,2.370891928,2.5002869076
2026-09-01T03:58:28+00:00,high,529,0.265649458,2.6712076186,2.7571452582799996
2026-09-01T03:58:28+00:00,low,2002,0.001353432,0.0022244534,0.0027466509300000004
2026-09-01T03:58:29+00:00,high,500,0.262224116,0.27517331345,0.29950579782
2026-09-01T03:58:29+00:00,low,2001,0.00122046,0.016595174,0.031440245
2026-09-01T03:58:30+00:00,high,501,0.261298913,0.26871151400000004,0.275750694
2026-09-01T03:58:30+00:00,low,1999,0.001084062,0.0022399495999999995,0.0033797082000000004
2026-09-01T03:58:31+00:00,high,501,0.261885301,0.268227549,0.271210286
2026-09-01T03:58:31+00:00,low,2001,0.0011084439999999999,0.0019583779999999998,0.002608681
2026-09-01T03:58:32+00:00,high,499,0.26136035900000004,0.2723837968,0.2866290848
2026-09-01T03:58:32+00:00,low,2000,0.001198902,0.0034633949999999998,0.005023330300000001
2026-09-01T03:58:33+00:00,high,499,0.261280589,0.2705487628,0.27581088666000003
2026-09-01T03:58:33+00:00,low,2000,0.0010874589999999998,0.0023159720000000003,0.0033436919999999997
2026-09-01T03:58:34+00:00,high,501,0.261800033,0.27000296300000004,0.27345219200000004
2026-09-01T03:58:34+00:00,low,1998,0.0011899875,0.00780870175,0.023519748210000004
2026-09-01T03:58:35+00:00,high,499,0.263369235,0.2701597784,0.28019715574
2026-09-01T03:58:35+00:00,low,1999,0.001204021,0.0020195118,0.0025128138
2026-09-01T03:58:36+00:00,high,500,0.26285213150000003,0.27461729414999997,0.28206928615
2026-09-01T03:58:36+00:00,low,1999,0.0014254110000000001,0.0026422002,0.00335042572
2026-09-01T03:58:37+00:00,high,501,0.261684306,0.27411905999999997,0.28150188200000004
2026-09-01T03:58:37+00:00,low,2006,0.0013641945,0.0026635785,0.003907030000000001
2026-09-01T03:58:38+00:00,high,501,0.26202745499999996,0.272276953,0.291016117
2026-09-01T03:58:38+00:00,low,2000,0.001200744,0.004450539,0.005938263179999999
2026-09-01T03:58:39+00:00,high,499,0.26095978400000003,0.27437607439999995,0.28212737074000005
2026-09-01T03:58:39+00:00,low,1998,0.001227445,0.0033066765,0.00547491395
2026-09-01T03:58:40+00:00,high,501,0.261042792,0.278010116,0.289410196
2026-09-01T03:58:40+00:00,low,2001,0.001406376,0.003599139,0.004863491
2026-09-01T03:58:41+00:00,high,498,0.26159860949999997,0.27462531385,0.28431201234
2026-09-01T03:58:41+00:00,low,1997,0.001210716,0.003105514,0.00436544192
2026-09-01T03:58:42+00:00,high,502,0.26191782500000005,0.27138051630000004,0.28754137905000005
2026-09-01T03:58:42+00:00,low,2004,0.0011496149999999999,0.0028153896999999995,0.00636918611
2026-09-01T03:58:43+00:00,high,500,0.26197535,0.26672569305,0.27465185423
2026-09-01T03:58:43+00:00,low,2000,0.001066202,0.0019264672,0.0030019463000000002
2026-09-01T03:58:44+00:00,high,500,0.2613557755,0.2724417298,0.2779311654399999
2026-09-01T03:58:44+00:00,low,1998,0.0014030145,0.0028491385499999997,0.00509233394
2026-09-01T03:58:45+00:00,high,500,0.26338257000000004,0.27510388545,0.30383753289000004
2026-09-01T03:58:45+00:00,low,2001,0.001431975,0.010703725000000002,0.01910067
2026-09-01T03:58:46+00:00,high,499,0.263144281,0.26969169,0.27269404688
2026-09-01T03:58:46+00:00,low,2001,0.001218149,0.0021825580000000002,0.002538748
2026-09-01T03:58:47+00:00,high,501,0.2634949,0.269050187,0.272147096
2026-09-01T03:58:47+00:00,low,1998,0.0012154770000000002,0.00212525575,0.0026968328200000003
2026-09-01T03:58:48+00:00,high,499,0.262471167,0.26996275,0.28483827716000004
2026-09-01T03:58:48+00:00,low,2003,0.0012066969999999998,0.0025511259,0.0038908542799999998
2026-09-01T03:58:49+00:00,high,500,0.26128188350000003,0.27386496655000003,0.29012336237999997
2026-09-01T03:58:49+00:00,low,1998,0.0013285475000000002,0.00412949075,0.00581054124
2026-09-01T03:58:50+00:00,high,500,0.261712138,0.2721609827,0.28456298652
2026-09-01T03:58:50+00:00,low,2000,0.0011897935000000001,0.0028985929999999997,0.00409468426
2026-09-01T03:58:51+00:00,high,502,0.26157381700000004,0.27187378749999996,0.28145866447
2026-09-01T03:58:51+00:00,low,2000,0.0012199675000000001,0.0028205949500000006,0.0045924469700000005
2026-09-01T03:58:52+00:00,high,498,0.261415041,0.2773405218,0.29846378853999994
2026-09-01T03:58:52+00:00,low,2002,0.001290712,0.0042612145500000006,0.005694929569999999
2026-09-01T03:58:53+00:00,high,500,0.261687304,0.27120313305,0.28191535696
2026-09-01T03:58:53+00:00,low,1999,0.0012111749999999999,0.0026037675999999997,0.00351058386
2026-09-01T03:58:54+00:00,high,500,0.261520917,0.27292703535,0.27602550745
2026-09-01T03:58:54+00:00,low,2001,0.00126126,0.002778485,0.007831387
2026-09-01T03:58:55+00:00,high,499,0.262100148,0.2773117368,0.28286649646
2026-09-01T03:58:55+00:00,low,1991,0.001290019,0.0030634430000000003,0.0041349843
2026-09-01T03:58:56+00:00,high,502,0.26149727649999993,0.27547939755,0.28356387765
